review,preprocessed_text,label_manual
sangat bermanfaat bagi yang gemar berolahraga,manfaat gemar olahraga,2
"aplikasi nya bagus banget, bisa mengetahui jarak yg kita tempuh, bisa tau Pace nya, dll pokoknya bagus deh aku rate bintang 5 soalnya bisa dibuat latihan",aplikasi bagus banget jarak tempuh pace pokok bagus rate bintang latih,2
mantap sangat ber manfaat untuk pembinaan fisik,bagus manfaat bina fisik,2
"bagus, aplikasi ringan dan cukup akurat",bagus aplikasi ringan akurat,2
"tolong ya metode pembayarannya di perbaiki, sya kemarin ngaktifin paket bulanan pembayaran sukses tapi gak bisa di pergunakan, akhirnya uang saya yg 100 ribu malah hilang, paket terkonfirmasi telah di bayar tapi malah tidak bisa di gunakan",tolong metode bayar baik kemarin ngaktifin paket bulan bayar sukses guna uang ribu hilang paket konfirmasi bayar,0
tidak dapat masuk,masuk,0
"sangat sangat kurangg banget, saya lari dengan pace rendah malah jadi pace tinggi poko nya erorr banget",kurangg banget lari pace rendah pace poko erorr banget,0
harusnya dibikin auto save setiap kilometer,bikin auto save kilometer,0
kurang bagus karna terkadang sulit mencari sinyal gps dan banyak bug seperti rute nya dan pace nya,bagus karna terkadang sulit cari sinyal rute pace,0
min tolong kenapa pacenya tidak kelihatan malah jadi elev?,admin tolong pace elev,1
luar biasa,,2
aplikasi yang sangat membantu kegiatan olahraga saya,aplikasi bantu giat olahraga,2
senang bisa di jadikan konten hasil lari/jalan,senang jadi konten hasil larijalan,2
sayang sekali pembayaran hanya bisa pakai cc tdk ada opsi lain,sayang bayar pakai opsi,2
"tidak bisa dipakai,server bermasalah. sudah uninstall lalu install ulang tetep tidak bisa dipakai. apa masalah servernya?",dipakaiserver masalah uninstall install ulang tetep pakai servernya,0
selama ini gw pakai mtb doltrap 80kmh 🤮,pakai doltrap,2
aplikasi nya bagus berguna sekali buat Joging Olahraga Sepeda renang,aplikasi bagus guna joging olahraga sepeda renang,2
"aplikasinya tiba tiba tidak bisa di buka,lalu lag saat melakukan aktivitas dan ini sering terjadi",aplikasi bukalalu aktivitas,0
buat ngerekam progres mantap ni,ngerekam progres bagus,2
Tidak bisa menyimpan rekaman lari,simpan rekam lari,0
sangat membantu dalam proses sehatku,bantu proses sehat,2
"tolong, untuk di device saya tidak bisa login terus. padahal seblumnya bisa login.",tolong device login seblumnya login,0
otw jadi pesepeda kalcer🤭🤙🏻,sepeda kalcer,2
saya tidak pernah berlangganan di aplikasi tersebut saldo saya ilang RP. 609.390 bagaimana cara uang saya kembali min.,langgan aplikasi saldo ilang uang,0
"selmat malam , tolong kembali dana saya ,sya tidak sengaja berlanganang kak tolong saldo saya ketarim sendiri ku harap dana saya di kembalikan lagi",selmat malam tolong dana sengaja berlanganang tolong saldo ketarim harap dana kembali,2
saat di share tidak muncul jarak+rutenya,share muncul jarakrutenya,0
pakai huawei watch disinkronkan ke strava hasil pace dll nya ngawur. jadi tambah banyak dan gak sesuai aslinya. semoga diperbaiki terimakasih.,pakai huawei watch sinkron strava hasil pace ngawur sesuai asli moga baik terimakasih,1
"gua running 2 jam ga ada recordnya, padahal udah gua klik",running recordnya klik,0
"gak ke itung jaraknya ajg, error mulu. sering gak ke itung waktunya. aplikasi sampah, saya udah sprint susah-susah naik sepedah jauh-jauh malah gak ke itung. aplikasi gak guna, udah berkali-kali loh kek gini. masa gak di benerin. developernya niat gak sih? di ulasan banyak yang kek gini loh. malah gak di benerin",itung jarak error mulu itung aplikasi sampah sprint susahsusah jauhjauh itung aplikasi berkalikali benerin developer niat ulas benerin,0
tidak bisa pengembalian dana aneh!! tanpa konfirmasi tiba tiba terpotong kecewa!!!!!!kebijakan nya gada sama sekali saya harap sih dapat dipertimbangkan!,kembali dana aneh konfirmasi potong kecewakebijakan gada harap timbang,0
"jalan,lari,bersepeda dll, dapat kita lihat berapa meter,kilo",jalanlaribersepeda lihat meterkilo,2
signal gps selalu eror hasil track running saya parah. padahal saya tinggal di tengah-tengah kota yg memungkinkan sinyal stabil. paraaaah,signal eror hasil track running parah tinggal tengahtengah kota sinyal stabil paraaaah,0
"maaf saya rate bintang 1, lebih bagus versi yang sebelumnya si menurutku, agak nyesel si setelah saya update",maaf rate bintang bagus versi turut nyesel update,0
sangat bermanfaat sewaktu untuk olahraga,manfaat olahraga,2
"semenjak update, apk strava ini makin jelek saya lari udah download map nya giliran di save malah g bisa ujung² nya terhapus, terus saya pernah lari 5km terus saya pause sebentar tidak sampai 5 dtk terus saya aktifkan kembali dan setelah saya lari lagi 20 mnt dan di save jejaknya masih terhenti pada saya pause padahal sudah saya aktifkan.",semenjak update aplikasi strava jelek lari download gilir save ujung hapus lari pause sebentar aktif lari save jejak henti pause aktif,0
mohon di kembalikan uangnya ☺️☺️,mohon kembali uang,0
"Saya ingin melaporkan bahwa pada tanggal [25 juli 2025], saldo DANA saya sebesar Rp [609.390] telah terpotong secara otomatis oleh aplikasi Strava. Saya tidak merasa melakukan transaksi berlangganan atau menyetujui pembayaran tersebu",lapor tanggal juli saldo dana potong otomatis aplikasi strava transaksi langgan tuju bayar sebu,0
"aplikasi tolol tiba"" aja langganan sendiri tanpa ada persetujuan",aplikasi tolol langgan tuju,0
"mantap sebelum punya jam pake apk ini buat lari, tapi ribet banget lari sambil bawa hp kwkwkw. strava kerennn 🤙🤙",bagus pake aplikasi lari ribet banget lari bawa kwkwkw strava kerennn,2
"Keren dah, kalau bisa fitur gratisnya tambahin lg ya 😁",bagus fitur gratis tambahin,2
tolong kembalikan dana saya 609.390 ribu. saya tidak pernah melakukan transaksi aplikasi ini,tolong kembali dana ribu transaksi aplikasi,0
"tetiba gak bisa login, ada tulisan server error disuruh menghubungi pemilik. tapi bingung komplen kemana. sudah uninstall trus instal lagi tetep belum bisa login. sudah restart hape tetep belum bisa...ottokee??",tetiba login tulis server error suruh hubung milik bingung komplen mana uninstall trus instal tetep login restart hape tetep bisaottokee,2
Biar tau progress latihan nya 👍👏,biar progress latih,2
min murahin harga langganan perbulan dong🙏,admin murahin harga langgan bulan,2
Cakep semakin maju pencatatan waktu dan jarak akurat sangat bermanfaat untuk olahraga yg konsisten,cakep maju catat jarak akurat manfaat olahraga konsisten,2
ga bisa di buka setelah pemakaian aplikasi ini 2 bulan,buka pakai aplikasi,0
mntap,mntap,2
"aplikasi sering keluar sendiri atau tertutup sendiri, kadang tdk sinkron waktu sama jaraknya... mohon diperbaiki lagi,,",aplikasi tutup kadang sinkron jarak mohon baik,1
Mayan lah selama gratisan,mayan gratis,2
jarak dan pacenya suka ngawurr,jarak pace suka ngawurr,1
saya menggunakan strava dari akhir 2024 dan berjalan baik sampai update tampilan antarmuka. puncaknya pagi ini aplikasi tidak bisa dibuka dan muncul notifikasi bahwa aplikasi memiliki bug. semoga segera dapat diperbaiki. saya senang menggunakan strava,strava jalan update tampil antarmuka puncak pagi aplikasi buka muncul notifikasi aplikasi milik moga baik senang strava,1
kok saya gabisa daftar untuk pertama kalinya?,gabisa daftar kali,1
apk gajelass GPS nya gak sesuai,aplikasi gajelass sesuai,0
"apk aneh,udah login malah ke log out lagi",aplikasi anehudah login,0
"tolong strava apakah pembayaran langanan bisa dicancel? saya tidak sengaja membeli langanan tersebut dengan sejumlah uang yang cukup banyak, apakah bisa dikembalikan 🥲 TOLONG..",tolong strava bayar langanan dicancel sengaja beli langanan uang kembali tolong,0
Salam Kemerdekaan. Salam Sehat,salam merdeka salam sehat,2
keren jd semangat olahraga,bagus semangat olahraga,2
"selalu aja waktu nambah tapi km tetep diem, padahal saya nggak berhenti berhenti",nambah tetep diem henti henti,0
Lengkap fiturnya,lengkap fiturnya,2
"Masih ada beberapa bug, pada bagian gambar rute mozaik kadang eror",gambar rute mozaik kadang eror,1
Sangat membantu untuk mencapai rekor pribadi dalam cabang olahraga.,bantu capai rekor pribadi cabang olahraga,2
harus berbayar,bayar,2
"kok apk punyaku gak bisa login, servernya eror terus",aplikasi punya login servernya eror,0
"Kasih bintang satu dulu, saya dari kemarin tidak bisa masuk akun. Server Gagal mulu. Saya kira masalah teknis biasa, tapi dari kemarin masih gak bisa masuk juga. Tolong diperbaiki...",kasih bintang kemarin masuk akun server gagal mulu teknis kemarin masuk tolong baik,0
saya kasih bintang 3 dulu soalnya rutenya suka ga akurat kalau sudah diperbaiki saya kasih bintang 5,kasih bintang rute suka akurat baik kasih bintang,1
min bisa tolong tambahin fitur simpan untuk dilajutkan nanti ga min?,admin tolong tambahin fitur simpan dilajutkan,2
"seru eh, berasa main game di dunia nyata, insyallah tahun ini lari 5k pertamaku. terimakasih strava.",seru main game dunia nyata insyallah lari pertama terimakasih strava,2
Sangat membantu melihat perkembangan performa lari kita.,bantu kembang performa lari,2
saya pas daftar tidak bisa masuk dan terjadi error atau keluar dari apk,daftar masuk error aplikasi,0
Media yang akan di share tidak bisa landscape,media share landscape,1
belum nyoba si tapi keren dah,nyoba bagus,2
"Gak bisa nyambung ke huawei health , walau sudah langganan. Dari google fit juga tidak connect. Rugi beli.",nyambung huawei health langgan google connect rugi beli,0
"saya suka aplikasi ini, meskipun kadang dalam mengukur jarak dan pace sering tidak akurat dan berbeda dengan yang lain tetapi aplikasi ini sudah sangat membantu saya dalam melakukan program lari, semoga kedepannya strava lebih akurat lagi dalam mengukur jarak dan waktu berlari. terimakasih",suka aplikasi kadang ukur jarak pace akurat beda aplikasi bantu program lari moga depan strava akurat ukur jarak lari terimakasih,2
"Keren, terima kasih",keren terima kasih,2
tolong strava saya tidak sengaja berlangganan dan uang di akun dana saya terpotong otomatis sebesar 609.390. mohon di kembalikan 😭😭😭🙏🙏,tolong strava sengaja langgan uang akun dana potong otomatis mohon kembali,0
Aplikasi yang sangat membantu untuk jalan sehat... Mantap,aplikasi bantu jalan sehat bagus,2
"Ya Allah tolong kembalikan uang saya, tiba tiba ketarik otomatis di akun DANA saya senilai 609.390. itu sepertinya tidak sengaka kepencet fitur berlangganan nya, saya mohon kembalikan uang saya, saya sangat membutuhkannya",allah tolong kembali uang tarik otomatis akun dana nila sengaka pencet fitur langgan mohon kembali uang butuh,0
aplikasinya eror gak bisa masuk tolong saranya dari minggu lalu eror terus,aplikasi eror masuk tolong sara minggu eror,0
Saldo saya ketarik mulu gara apk satu ini tololl,saldo tarik mulu gara aplikasi tololl,0
"sangat sulit login menggunakan wifi, tapi aplikasi ini akurat, bisa digunakan secara offline dan bagus saat menggunakan kuota. tapi jika menggunakan wifi aplikasi ini tidak mau berfungsi.",sulit login wifi aplikasi akurat offline bagus kuota wifi aplikasi fungsi,2
"tolong kembalikan saldo saya yg di tarik sebesar Rp 609.390,00 karena saya tidak mengetahui nya dalam pembayaran ini ,mohon bantuan nya untuk bisa mengembalikan saldo yg di tarik tiba"" dari dana saya tidak merasa berlangganan di apk ini",tolong kembali saldo tarik bayar mohon bantu kembali saldo tarik dana langgan aplikasi,0
sering gak bisa dibukak pdhl moment penting katanya app gamgguan,dibukak pdhl moment gamgguan,0
suka loncat2 lokasinya,suka loncat lokasi,2
apk nya bagus banget kalian wajib download sih rugi GK download,aplikasi bagus banget wajib download rugi download,2
bagus banget buat lihat jarak kita,bagus banget lihat jarak,2
"strava, kenapa aplikasi saya d buat coba gratis... padahal saya tidak pernah nge klik trial?",strava aplikasi coba gratis klik trial,0
Lumayanlah gua muter dikamar 6 jem langsung 1 km,lumayan muter kamar langsung,0
untuk olahraga lari sangat direkomendasikan dan untuk GPS nya sangat akurat 👍🏻,olahraga lari rekomendasi akurat,2
strava saya TDK bisa di akses TDK bisa masuk jika saya memasukkan email saya selalu di tolak,strava akses masuk masuk email tolak,0
"bagus apknya, tpi sering error kadang pace sama jaraknya ga jalan, mohon dibenerin lagi min",bagus apknya error kadang pace jarak jalan mohon dibenerin admin,2
oklah,oklah,2
"tolong kembalikan uang saya tiba tiba ketarik otomatis di akun dana saya senilai 609.390 itu spertinya tidak sengaja kepencet fitur langganannya,saya mohon kembalikan uang saya,saya sangat membutuhkan",tolong kembali uang tarik otomatis akun dana nila spertinya sengaja pencet fitur langganannyasaya mohon kembali uang sayasaya butuh,0
mantap cuman kadang eror sama waktu,bagus cuman kadang eror,2
aplikasi saat di record long run. sering keluar sendiri,aplikasi record long,0
mantap n detail.,bagus detail,2
hati hati saldo dana kesedot,hati hati saldo dana sedot,0
akhir-akhir ini aplikasi kurang akurat untuk mengukur jarak dan Pace nya,akhirakhir aplikasi akurat ukur jarak pace,1
mungkin bisa dibuatkan fitur interval,buat fitur interval,2
keren. membantu semangat hidup lebih sehat,keren bantu semangat hidup sehat,2
Sudah bagus tapi kdang akurasi Pace dan jrak jauh beda dengan yang di smartwatch,bagus kdang akurasi pace jrak beda smartwatch,2
"aplikasi worthit lah , ramah dikantong. hehe",aplikasi worthit ramah kantong hehe,2
mantap i like it,bagus like,2
gaaa kerekam semua,gaaa rekam,0
Untuk Tanggal 13-07-2026 Aplikasinya Tidak Akurat Lagi Terutama Jarak & Pace. Mohon Segera Diperbaiki Baru Bintang 5,tanggal aplikasi akurat jarak pace mohon baik bintang,1
bikin semangat olahraga,bikin semangat olahraga,2
"tidak sesuai jaraknya, padahal saya dan teman saya lari bareng tapi jarak saya berbeda dengan teman saya. Tolong perbaiki itu!",sesuai jarak teman lari bareng jarak beda teman tolong baik,0
tolong kembalikan uang saya yang bernilai 609k itu uang untuk berobat ibu saya😭,tolong kembali uang nila uang obat,0
aplikasi idaman loh ya 😹,aplikasi idam,2
sangat membantu dalam olahraga terutama saya suka bersepeda.,bantu olahraga suka sepeda,2
saya merasa sangat terbantu dengan aplikasi ini karna saya sebagai pelari nusantara sangat terbantu dengan apk ini,bantu aplikasi karna lari nusantara bantu aplikasi,2
cukup membantu kita untuk mengetahui progres latihan,bantu progres latih,2
kenapa pace dan kilometer strava saya tidak muncul ya??,pace kilometer strava muncul,0
ini kenapa error terus sih,error,1
semakin lama semakin ngaco. sering banget eror mohon dong di perbaiki. udah di start dalam posisi sinyal hijau. Uda cape cape lari tau nya ga jalan aplikasi nya. kan bga asik bgt,ngaco banget eror mohon baik start posisi sinyal hijau cape cape lari jalan aplikasi asik banget,0
"dana saya kepotong otomatis karena aplikasi ini, dan saya tidak merasa berlangganan dengan aplikasi ini, mohon bantuan nya tolong kembaliikan dana saya karena saya sangat memerlukan dana tersebut",dana potong otomatis aplikasi langgan aplikasi mohon bantu tolong kembaliikan dana dana,0
"awalnya bagus, saya pakai enjoy² aja, tpi setelah beberapa Minggu Strava saya tidak bisa masuk dan malah log out sendiri. tolong, ini sangat menggangu dikala sedang beraktivitas. jadi segera diperbaiki!",bagus pakai enjoy minggu strava masuk tolong menggangu kala aktivitas baik,1
"tolong dong di perbaiki, saya udh lari 4/5 km tapi selalu gak terhitung jarak nya. ini udh bagus tapi tolong banget ini mah di perbaiki lagi",tolong baik lari hitung jarak bagus tolong banget baik,0
kenapa KM nya lambat ya,lambat,2
sering forced closed di handphone redmi 10C sudah diinstal ulang dan hapus data tetap tidak berefek. gimana penyelesaiannya ya ??,forced closed handphone redmi diinstal ulang hapus data efek gimana selesai,1
"big stuck di loading dan muter muter aja gk jalan jalan aplikasinya tapi pas buka apk lain aman aman aja, pas buka strava cuma bisa buka rutenya yang lain gk bisa alias loading",stuck loading muter muter jalan jalan aplikasi buka aplikasi aman aman buka strava buka rute alias loading,0
mantabs sangat membantu dlm aktifitas berilah raga,mantabs bantu aktifitas ilah raga,2
mantab,mantab,2
sanagat membantu untuk yg seneng olahraga,sanagat bantu neng olahraga,2
saya kok tidak bisa masuk ke strava padahal sebelumnya bisa,masuk strava,1
aplikasi keren,aplikasi bagus,2
"saldo dana saya kesedot, dan tanpa pengetahuan saya dan saya ingin saldo saya kembali",saldo dana sedot tahu saldo,0
membantu mengabadikan momemt bike to work dan lainnya,bantu abadi momemt bike work,2
"appplikasi ini sangat membantu monitoring aktivitas, tingkatkan terus 👍👍",appplikasi bantu monitoring aktivitas tingkat,2
sangat bermanfaat dalam menunjang olahraga saya,manfaat tunjang olahraga,2
"ngelag trus ya? sinyal oke, gps oke. giliran dibuat ngesave tu gabisa, sekalinya bisa apk nya ga bisa dibuka",ngelag trus sinyal gilir ngesave gabisa sekali aplikasi buka,1
mantap dan gampang di gunakan,bagus gampang,2
sangat bermanfaat untuk running 👌👌,manfaat running,2
di uptade malah makin jelek. masa di hp temen gua pake apk bawaan dari hp nya sama di strava beda jarak nya sampe 500 m kocak batt nih apk makin kesinh,uptade jelek temen pake aplikasi bawa strava beda jarak sampe kocak batt aplikasi kesinh,0
"sering trobel...capek2 lari gak bisa di simpan , ini sudah 4x lari seperti itu terus...yang terakhir bisa di simpan tapi ga bisa di bagikan...aneh",trobelcapek lari simpan lari terusyang simpan bagikananeh,1
sementara masih belajar makai strava jdi masih penyesuaian dan harapan nya strava slalu di perbaharui untuk fitur nya,ajar maka strava sesuai harap strava slalu baharu fitur,2
kerennn bgt aplikasi nya membantu,kerennn banget aplikasi bantu,2
Ini bug atau apa sih? Kok bisa dh 2x g bisa simpen aktivitas?!,simpen aktivitas,0
"Terima kasih,aplikasi yg lengkap dan akurat",terima kasihaplikasi lengkap akurat,2
"ngebug terus bjir, aku jalan lurus jadi belok"". mana aslinya cuma ±3km jadi 8km",ngebug bjir jalan lurus belok asli,0
"tolong, kadang pas pake di rekam rutenya kelebihan",tolong kadang pake rekam rute lebih,2
banyak error nya apk maaf saya kasih bintang 1,error aplikasi maaf kasih bintang,0
rekomend bet buat olahraga gak akan nyesel pakenya😁🤗,rekomend olahraga nyesel pakenya,2
ga bisa di daftarrr!!!,daftarrr,0
gabisa transparan ajg jelek keluar dri app teros,gabisa transparan jelek,0
aplikasi pencuri dana,aplikasi curi dana,0
Ngebug Map ny 😮‍💨 pdhl lari lurus tpi yg di Tampil kn mlah acak acakan / gk lurus,ngebug pdhl lari lurus tampil mlah acak acak lurus,0
server error mulu tiap mau upload...tolong diperbaiki🙏🏻🙏🏻,server error mulu uploadtolong baik,2
"kok sekarang gk bisa bunyi audio start, finish atau perkilometernya ya..",bunyi audio start finish kilometer,1
"Apakah ada yang tau untuk solusi menghubungkan jam tangan dari huawei gt 5 ke strava ,dikarenakan ketika melakukan aktivitas sebenarnya sudah terbaca namun nama device / jam tangan tidak tercantum pada aktivitas Terimakasih",solusi hubung tangan huawei strava aktivitas baca nama device tangan cantum aktivitas terimakasih,2
bagus buat bersemangat,bagus semangat,2
Gabisa login padahal sinyal stabil tolong diperbaiki,gabisa login sinyal stabil tolong baik,0
sangat membantu saya saa berolah raga,bantu olah raga,2
kadang mapsnya error 😂,kadang mapsnya error,2
"sangat membantu pakai strava,,",bantu pakai strava,2
apaan saya tidak pernah langganan strava. tp knapa tbtb saldo saya terpotong 600rb. gajelas bgt,langgan strava knapa tbtb saldo potong gajelas banget,0
"update terbaru jelek, track sering ke hide, gak bisa di share 3D",update baru jelek track hide share,1
udah pake strava ada 4-5 tahun...aplikasi yg bnyk membantu dlm Olga kita mau ngapain dll....mengatur Olga kita sehingga bisa membuat suatu rencana apa yg ingin kita tuju dlm kita berolah raga.....,pake strava tahunaplikasi bnyk bantu olga ngapain dllmengatur olga rencana tuju olah raga,2
"suka tiba tiba log out sendiri, pas mau di login malah terjadi masalah server segala macem, tolong lah di perbaiki ini knp bisa begini",suka login server macem tolong baik,0
"aplikasi nya kadang suka minimize dan close sendiri ketika dipakai record saat lari, alhasil rekaman lari hilang/salah (Pace nya loncat, jarak nya hilang), ngeselin banget 👿👿 padahal HP sudah mumpuni pakai Snapdragon 8 gen 3 dan ram 16 GB. izin aplikasi juga sudah semua ayo segera perbaiki, sangat mengganggu",aplikasi kadang suka minimize close pakai record lari alhasil rekam lari hilangsalah pace loncat jarak hilang ngeselin banget mumpuni pakai snapdragon izin aplikasi baik ganggu,1
udah 4 tahun pake strava keren performa meningkat,pake strava bagus performa tingkat,2
bermanfaat untuk larii,manfaat lari,2
gua daftar masuk apk nya kaga bisaa,daftar masuk aplikasi kaga bisaa,0
"selamat pagi, saya mohon kembalikan duit saya, itu uang satu satu nya saya sedang butuh tiba tiba saldo dana saya kesedot 609.390 ribu mohon respon nya ya minnn",selamat pagi mohon kembali duit uang butuh saldo dana sedot ribu mohon respon minnn,0
"kok gak bisa login ya,udah ganti akun juga tapi tetep gak bisa",login yaudah ganti akun tetep,0
"ini kenapa ga bisa login server error muluk beneri min, lelet banget benerin nya",login server error muluk beneri lelet banget benerin,0
apakah cuma saya yang gx bisa masuk ke aplikasi ini 🤣🤣🤣,masuk aplikasi,0
"balikin pengenbalian dana saya, tidak merasa berlangganan kok dipotong saldo saya",balikin pengenbalian dana langgan potong saldo,0
"akhir2 ini sering delete pencapain lari,, Krn GPSnya ga akurat. Semoga pihak strava lebih memperhatikan lagi melihat banyak yg mengeluhkan soal keakuratan penghitung jarak. terima kasih",delete pencapain lari gpsnya akurat moga strava perhati keluh akurat hitung jarak terima kasih,1
cukup aman,aman,1
bermanfaat bgt buat pemula yg baru mulai olahraga,manfaat banget mula olahraga,2
"ini tolong dong strava aplikasinya sudah bagus, cuman kok udah 2x ini saya pake error ya hasil larinya biasanya trek yang saya pake tiap lari itu dapetnya cuma 5km+ loh kok sekarang jadi 6km , dan juga pace nya, masa saya udah bisa pace 5 & 4 padahal saya aja masih di pace 6 bisanya. tolong dong dievaluasi. jaringan saya pas lari bagus padahal. itu aja kritik & sedikit keluhan dari saya",tolong strava aplikasi bagus cuman pake error hasil lari trek pake lari dapetnya pace pace pace bisa tolong evaluasi jaring lari bagus kritik keluh,2
eror enggak bisa masukin imel,eror masukin imel,0
"sering ga kebaca, udah cape cape lari tapi ga kehitung rasanya tuh kaya nyesek aja",baca cape cape lari hitung kaya nyesek,0
"mau sign up aja gangguan sistem mulu., kenapa sih?",sign ganggu sistem mulu,0
koq susah banget buka aplikasinya ya. muter-muter terus,susah banget buka aplikasi mutermuter,0
ngga tau pas buka peta untuk di lihat malah langsung close aplikasi nya dan terus berulang kali,ngga buka peta lihat langsung close aplikasi ulang kali,0
"Hampir 4 bulan ini aplikasi strava gabisa connect ke wifi dan selalu logout/error ketika di hubungkan ke wifi, kira2 disini ada yg sm kasusnya ga yaaa?",aplikasi strava gabisa connect wifi logouterror hubung wifi kasus yaaa,1
aplikasi banyak bug udah lari 10 km malah nge bug ga bisa disimpan malah di sinkronisasi ush dipencet gabisa di sinkronisasi malahan ilang aktivitasnya aplikasi banyak bug aplikasi aneh cape cape orang lari 10 km malah di sinkronisasi pas mau disinkronisasi malah ilang aktivitasnya,aplikasi lari simpan sinkronisasi pencet gabisa sinkronisasi ilang aktivitas aplikasi aplikasi aneh cape cape orang lari sinkronisasi sinkronisasi ilang aktivitas,0
bermanfaat untuk bisa meningkatkan target olahraga biar tubuh kita semakin sehat dan bugar,manfaat tingkat target olahraga biar tubuh sehat bugar,2
"Jelek banget, gak akurat sama sekali padahal bersepeda jarak 20km+ malah dicatat 7km. Gak niat bikin aplikasi hapus aja dari playstore",jelek banget akurat sepeda jarak catat niat bikin aplikasi hapus playstore,0
"daritadi nungguin memproses aktivitas, udh berjam jam. apakah ga jelas bgt",daritadi nungguin proses aktivitas banget,0
"pengennya heart rate bisa dipantau lewat mi band 5 juga, tapi apa tak apalah pake zepp life aja",heart rate pantau band pake zepp life,2
sumpah gak guna bener servernya tiap login selalu aja gagal 🙂 keterlaluan ini ada tugas lari 10 km aja jadi kelewatkan harus pake aplikasi lain dan sungguh dirugikan sekali wahai atrava!,sumpah bener servernya login gagal tugas lari lewat pake aplikasi sungguh rugi atrava,0
"kembalikan uang saya 600rb,karena saya tidak menyetujui itu",kembali uang rbkarena tuju,0
entah faktor HP atau gps. lari d track pinggir lapangan bola akurasiny gak jelas. 2 hari ini lari muterin jln d deket rumah. tracking gak jalan. coba track gps gak akurat. faktor d kampung mungkin,faktor lari track pinggir lapang bola akurasiny lari muterin deket rumah tracking jalan coba track akurat faktor kampung,1
"apk jelek, server eror mulu jd gabisa login, tolong dong di perbaiki",aplikasi jelek server eror mulu gabisa login tolong baik,0
"saya menggunakan yg gratis kok pernah ada tagihan via email sebesar Rp 600.000, saya yakin bok..aabok..tak iyyye ya saya abaikan, llla kok enak nyari duwit dg cara malak tanpa berkeringat",gratis tagih email bokaaboktak iyyye abai llla enak nyari duwit malak keringat,2
aplikasinya okee bgt,aplikasi okee banget,2
kenapa setiap masukan email gak bisa,masuk email,1
"Saya ngga bisa login karena kesalahan server,saya coba di hp lain masih sama saja",ngga login salah serversaya coba,0
aplikasi sampahhh,aplikasi sampahhh,0
"awalnya aplikasi ini oke lah, tapi 4 bulan terakhir GPS error terus, udah hapus download lagi tetep sama error, akhirnya pindah ke aplikasi sebelah",aplikasi error hapus download tetep error pindah aplikasi belah,0
apk ini mengambil saldo secara otomatis jangan di download,aplikasi ambil saldo otomatis download,0
"Tolonglah saya gak bisa login, sudah diulang ulang tetep gak bisa login, jadi tolong perbaiki sistem nya..🤝",tolong login ulang ulang tetep login tolong baik sistem,0
kenapa pas daftar gabisaa yaa?? katanya erorrr.. :(((,daftar gabisaa erorrr,0
"Bagus, cukup akurat dan bisa sinkron dengan smartwatch Huawei saya",bagus akurat sinkron smartwatch huawei,2
"aplikasinya bagus, tapi sering eror gak tepat GPSnya kacau. Udah lari 5Km kebaca malah 2km 😂 memalukan. tolong perbaiki lagi dong. biar gak malu-maluin pas di posting 🙏",aplikasi bagus eror gpsnya kacau lari baca malu tolong baik biar malumaluin posting,1
"edukasi buat yang pake strava, kemarin tiba tiba ada transaksi yang saya tidak tau dan bukan saya yang melakukan transaksi tersebut, ketika saya cek di notifikasi email ternyata dana saya di tarik oleh aplikasi ini sebesar ±Rp. 600.000.00. Hati-hati buat teman-teman pengguna strava jangan sampai mengalami hal yang sama.",edukasi pake strava kemarin transaksi transaksi notifikasi email dana tarik aplikasi hatihati temanteman guna strava alami,0
"GPS-nya rusak jarak ga benar baru lari 1 menit tiba-tiba 2 km, dipake berkali-kali pun tetap sama",gpsnya rusak jarak lari menit tibatiba dipake berkalikali,0
"tidak bisa log-in? #ket server eror, mohon diperbaiki",login server eror mohon baik,0
ga bisa login terkendala masalah terus,login kendala,1
jarak gak akurat.. knpa ya strava ini..,jarak akurat knpa strava,1
ternyata hanya perlu mematikan hemat daya dan batre yang cukup. walaupun masih sedikit kurang akurat tapi masih ngikut jalan. tolong ditingkatkan lagi ya,mati hemat daya batre akurat ngikut jalan tolong tingkat,2
"ini knp ga bisa log in ya? error mulu, tolong servernya diperbaiki",error mulu tolong servernya baik,2
"setiap buka apk di suruh login terus, mana ga bisa login error hari hari ga bisa login",buka aplikasi suruh login login error login,1
terimakasih aplikasi membantu target,terimakasih aplikasi bantu target,2
"tolong kembalikan dana berlangganan senilai 609rb, kenapa saya otomatis harus bayar biaya langganan selama setahun. Padahal dari awal menggunakan aplikasi tidak pernah menggunakan fitur premium. sudah coba refund lewat google play store, tapi tolong dibantu percepat lah dari depeloper untuk uang saya bisa kembali dalam waktu satu hari !!!",tolong kembali dana langgan nila otomatis bayar biaya langgan tahun aplikasi fitur premium coba refund google play store tolong bantu cepat depeloper uang,0
"Aplikasi nya oke banget utk aktivitas olahraga bersepeda, lari atau jalan",aplikasi banget aktivitas olahraga sepeda lari jalan,2
bagus gak ribet,bagus ribet,2
tolol gk bisa login google dengan alasan server error aneh pusing beh,tolol login google alas server error aneh pusing,0
punya saya kok gk bisa di unduh?,unduh,0
sering error ketika menyimpan aktifitas padahal koneksi internet bagus!!,error simpan aktifitas koneksi internet bagus,0
memudahkan dalam berolahraga,mudah olahraga,2
baguss buat menurunkan bb,baguss turun,2
bagus untuk melihat peforma olahraga,bagus forma olahraga,2
gapernah mijit berlanganan tiba tiba saldo ketarik 600rb mna udh 3hari udh ajuin pengembalian blm di acc😭,gapernah mijit berlanganan saldo tarik ajuin kembali,0
